"SID","count","L1.beepvar","L1.A_rude","L1.E_quiet","L1.C_lazy","L1.N_relaxed","L1.N_depressed","L1.E_outgoing","L1.A_kind","L1.C_reliable","L1.N_worried","L1.pos_emo","L1.neg_emo","L1.authentic","L1.self_esteem","L1.happy","L1.lonely","L1.aca_motiv","L1.around_others","L1.connected","L2.GPA","L2.life_sat","L2.friendship_sat","L2.community_sat","L2.academic_sat","L2.psych_sat","L2.procrastinate","L2.gender","L2.age"
10459,43,37,2,2,3,1,3,1,3.92682926829268,3,5,1,5,5,1,1,3,2,1,1,NA,6,5,13,14,6,4,1,18
10459,43,38,3,2,5,3,3,2,4,1,3,2,4,4,1,3,3,2,3,2,NA,6,5,13,14,6,4,1,18
10459,43,40,1,1,5,4,1,2,4,3,1,5,2,5,3,5,2,1,3,3,NA,6,5,13,14,6,4,1,18
10459,43,42,1,4,3,3,3,2,4,3,2,4,4,3,3,3,2,1,5,3,NA,6,5,13,14,6,4,1,18
10459,43,43,1,4,5,4,3,1,3,2,2,3,3,4,3,3,3,1,2,2,NA,6,5,13,14,6,4,1,18
10459,43,44,2,3,3,3,3,3,4,4,2,3,5,3,2,3,2,1,3,3,NA,6,5,13,14,6,4,1,18
10459,43,47,2,3,3,3,3,2,4,3,3,4,2,3,3,4,1,3,3,4,NA,6,5,13,14,6,4,1,18
10459,43,48,1,3,3,3,2,3,4,2,2,4,2,4,3,4,2,1,4,3,NA,6,5,13,14,6,4,1,18
10459,43,50,3,3,3,1,1,3,4,3,3,3,4,4,3,2,3,4,3,3,NA,6,5,13,14,6,4,1,18
10459,43,51,1,4,1,1,3,2,5,5,5,1,5,4,3,1,3,5,1,1,NA,6,5,13,14,6,4,1,18
10459,43,52,3,3,3,4,1,2,4,3,1,5,2,4,3,5,2,3,4,3,NA,6,5,13,14,6,4,1,18
10459,43,53,1,3,3,4,3,1,5,5,2,3,3,3,3,3,2,1,1,1,NA,6,5,13,14,6,4,1,18
10459,43,55,5,3,4,3,2,2,4,3,3,2,4,3,3,2,2,2,3,1,NA,6,5,13,14,6,4,1,18
10459,43,56,2,5,1,2,2,3,4,3,3,4,3,3,4,4,3,2,3,3,NA,6,5,13,14,6,4,1,18
10459,43,58,3,3,2,3,1,3,4,3,2,4,2,3,3,3,3,4,4,3,NA,6,5,13,14,6,4,1,18
10459,43,59,2,2,2,3,1,4,5,4,3,4,3,4,4,4,2,3,5,4,NA,6,5,13,14,6,4,1,18
10432,59,2,1,3,4,5,1,3,4,4,2,4,2,4,4,4,1,2,3,2,NA,13,11,13,9,14,4,2,18
10432,59,3,1,3,1,2,1,4,4,5,1,4,2,5,4,4,1,1,4,2,NA,13,11,13,9,14,4,2,18
10432,59,4,1.14893617021277,4,4,4,1,2,3.91489361702128,3,1,4,1,5,4,5,1,1,1,1,NA,13,11,13,9,14,4,2,18
10432,59,5,2,2,1,2,1,4,4,3,3,4,3,5,3,3,1,1,4,4,NA,13,11,13,9,14,4,2,18
10432,59,6,2,2,1,2,1,2,5,4,3,4,3,5,2,4,1,1,3,4,NA,13,11,13,9,14,4,2,18
10432,59,7,1,3,1,4,1,3,4,5,1,4,2,5,4,4,3,1,4,4,NA,13,11,13,9,14,4,2,18
10432,59,8,2,1,3,4,1,4,4,5,2,5,1,5,4,4,1,1,4,4,NA,13,11,13,9,14,4,2,18
10432,59,9,2,1,2,4,1,4,4,4,1,4,1,5,4,5,1,1,4,4,NA,13,11,13,9,14,4,2,18
10432,59,10,2,3,2,2,1,4,2,4,2,3,2,4,3,3,2,5,2,2,NA,13,11,13,9,14,4,2,18
10432,59,11,1.14893617021277,4,3,4,1,1,3.91489361702128,4,1,4,2,5,3,4,1,3,1,1,NA,13,11,13,9,14,4,2,18
10432,59,12,1,4,3,3,1,1,2,4,3,2,3,5,1,3,1,4,1,1,NA,13,11,13,9,14,4,2,18
10432,59,13,1,5,3,3,2,2,4,5,4,3,2,5,3,2,1,4,3,1,NA,13,11,13,9,14,4,2,18
10432,59,14,1,4,3,3,3,2,4,5,3,3,4,5,4,3,1,1,2,4,NA,13,11,13,9,14,4,2,18
10432,59,15,2,4,1,2,1,3,4,5,2,4,2,5,5,4,2,1,3,1,NA,13,11,13,9,14,4,2,18
10432,59,16,1.14893617021277,4,4,3,1,1,3.91489361702128,4,2,3,2,5,3,3,1,2,1,1,NA,13,11,13,9,14,4,2,18
10432,59,17,1,3,3,2,1,4,3,5,3,3,2,5,4,4,1,4,4,3,NA,13,11,13,9,14,4,2,18
10432,59,18,1,4,1,3,1,3,4,5,1,3,2,5,4,4,2,1,3,2,NA,13,11,13,9,14,4,2,18
10432,59,19,1.14893617021277,5,5,4,2,1,3.91489361702128,5,2,4,1,5,4,4,1,1,1,1,NA,13,11,13,9,14,4,2,18
10432,59,20,1.14893617021277,5,3,3,1,1,3.91489361702128,5,2,4,1,5,3,4,1,3,1,1,NA,13,11,13,9,14,4,2,18
10432,59,21,1,4,4,4,1,2,4,4,2,4,3,5,4,4,1,3,4,1,NA,13,11,13,9,14,4,2,18
10432,59,22,1,5,4,5,1,1,4,5,1,3,1,5,5,5,1,1,1,1,NA,13,11,13,9,14,4,2,18
10432,59,23,1,3,1,3,1,3,4,5,1,4,1,5,4,4,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,24,1,3,3,4,1,4,4,5,1,4,1,5,4,4,1,1,2,2,NA,13,11,13,9,14,4,2,18
10432,59,25,1,3,2,4,1,3,4,5,2,4,2,5,4,4,1,4,3,1,NA,13,11,13,9,14,4,2,18
10432,59,26,1,3,3,5,1,3,4,4,1,4,1,5,4,4,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,27,1,3,1,4,1,4,4,5,1,4,2,5,5,4,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,28,1,2,3,5,1,4,5,5,1,4,1,5,4,4,1,1,5,4,NA,13,11,13,9,14,4,2,18
10432,59,29,1,3,3,4,1,2,3,5,2,3,3,5,3,3,1,1,3,4,NA,13,11,13,9,14,4,2,18
10432,59,30,1,3,3,5,1,2,4,4,1,4,1,5,4,5,1,1,3,2,NA,13,11,13,9,14,4,2,18
10432,59,31,2,3,1,3,1,4,4,5,1,4,2,5,4,4,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,32,1,3,2,5,1,4,4,5,1,4,1,5,5,5,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,33,1,3,1,3,1,4,4,5,2,4,2,5,5,4,1,1,4,4,NA,13,11,13,9,14,4,2,18
10432,59,34,1,1,1,3,1,4,4,5,3,4,2,5,4,4,1,1,5,4,NA,13,11,13,9,14,4,2,18
10432,59,35,1,4,3,4,1,2,4,5,1,4,1,5,4,5,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,36,1,3,3,4,1,3,4,5,1,5,1,5,4,4,1,1,5,4,NA,13,11,13,9,14,4,2,18
10432,59,37,1.14893617021277,3,3,4,1,1,3.91489361702128,5,1,4,1,5,4,5,1,4,1,1,NA,13,11,13,9,14,4,2,18
10432,59,38,1,1,1,4,1,4,4,4,1,4,1,5,5,4,1,3,4,4,NA,13,11,13,9,14,4,2,18
10432,59,39,1,2,1,5,1,4,4,5,1,4,1,5,5,5,1,1,4,4,NA,13,11,13,9,14,4,2,18
10432,59,40,1,5,2,5,1,1,3,5,1,4,1,5,5,5,1,4,1,1,NA,13,11,13,9,14,4,2,18
10432,59,41,1,3,4,3,1,4,4,5,1,4,1,5,5,4,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,42,1.14893617021277,5,3,5,1,1,3.91489361702128,5,3,5,1,5,5,5,1,4,1,1,NA,13,11,13,9,14,4,2,18
10432,59,43,1,3,1,3,1,3,4,5,1,4,1,5,5,5,1,1,5,3,NA,13,11,13,9,14,4,2,18
10432,59,44,1,2,2,4,1,5,5,5,1,5,1,5,5,5,1,4,5,5,NA,13,11,13,9,14,4,2,18
10432,59,45,1,5,2,5,1,3,4,5,1,5,1,5,5,4,1,3,5,1,NA,13,11,13,9,14,4,2,18
10432,59,46,1.14893617021277,4,2,4,1,1,3.91489361702128,5,2,3,1,5,4,3,1,4,1,1,NA,13,11,13,9,14,4,2,18
10432,59,47,1,3,1,3,1,3,4,5,1,4,1,5,5,4,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,48,1,2,1,4,1,3,4,4,2,4,3,5,5,4,1,4,5,3,NA,13,11,13,9,14,4,2,18
10432,59,49,1,3,2,4,1,3,4,4,3,4,2,5,3,4,1,4,4,3,NA,13,11,13,9,14,4,2,18
10432,59,50,1,3,2,4,1,4,3,5,3,4,1,5,4,4,1,4,5,3,NA,13,11,13,9,14,4,2,18
10432,59,51,1.14893617021277,5,2,4,1,1,3.91489361702128,5,2,4,1,5,4,4,1,4,1,1,NA,13,11,13,9,14,4,2,18
10432,59,52,1,5,2,3,1,1,4,5,2,2,2,5,3,3,1,5,3,1,NA,13,11,13,9,14,4,2,18
10432,59,53,1,2,1,2,1,4,4,5,3,4,2,5,4,3,1,3,4,3,NA,13,11,13,9,14,4,2,18
10432,59,54,1.14893617021277,5,5,3,1,1,3.91489361702128,5,1,4,1,5,4,4,1,1,1,1,NA,13,11,13,9,14,4,2,18
10432,59,55,1.14893617021277,5,3,3,1,1,3.91489361702128,5,1,4,2,5,4,4,1,3,1,1,NA,13,11,13,9,14,4,2,18
10432,59,56,1,2,3,4,1,4,5,5,1,4,1,5,5,5,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,57,1,3,3,5,1,4,4,5,1,4,1,5,5,5,1,2,5,4,NA,13,11,13,9,14,4,2,18
10432,59,58,1.14893617021277,4,4,4,1,1,3.91489361702128,5,1,4,1,5,5,4,1,1,1,1,NA,13,11,13,9,14,4,2,18
10432,59,59,1,3,1,3,1,4,4,5,1,4,1,5,5,5,1,1,4,3,NA,13,11,13,9,14,4,2,18
10432,59,60,1,1,3,5,1,5,4,5,1,5,1,5,5,5,1,1,5,5,NA,13,11,13,9,14,4,2,18
10435,16,1,1,2,3,4,1,2,3,3,1,3,3,5,4,3,1,3,4,4,2.6,12,5,5,5,8,3,1,21
10435,16,3,2,1,2,3,1,3,3,3,3,3,3,3,4,3,2,2,3,3,2.6,12,5,5,5,8,3,1,21
10435,16,4,1,4,1,3,1,2,2,5,3,3,1,3,4,3,3,4,1,3,2.6,12,5,5,5,8,3,1,21
10435,16,6,2,1,5,3,1,2,3,2,2,4,2,3,4,4,1,3,3,4,2.6,12,5,5,5,8,3,1,21
10435,16,10,1,4,1,4,3,2,3,5,2,3,3,3,4,3,1,5,2,3,2.6,12,5,5,5,8,3,1,21
10435,16,12,1,2,1,4,1,4,3,4,2,4,2,3,4,4,1,3,4,3,2.6,12,5,5,5,8,3,1,21
10435,16,14,1,2,3,4,1,4,3,4,1,4,1,4,4,4,1,4,4,4,2.6,12,5,5,5,8,3,1,21
10435,16,15,2,3,2,4,2,3,3,4,2,3,3,2,3,3,3,4,3,2,2.6,12,5,5,5,8,3,1,21
10435,16,16,1.38461538461538,3,3,2,1,4,2.84615384615385,3,3,3,2,3,3,3,1,3,3,3,2.6,12,5,5,5,8,3,1,21
10435,16,19,1,3,2,3,1,2,3,3,3,3,2,3,3,3,2,4,2,2,2.6,12,5,5,5,8,3,1,21
10435,16,20,2,4,2,4,1,2,3,3,2,3,2,3,3,2,2,3,3,2,2.6,12,5,5,5,8,3,1,21
10435,16,22,1,3,4,3,3,2,2,3,3,3,2,2,3,3,3,2,3,3,2.6,12,5,5,5,8,3,1,21
10435,16,23,1,4,2,3,3,2,3,4,2,3,3,2,2,2,4,3,3,2,2.6,12,5,5,5,8,3,1,21
10435,16,24,1.38461538461538,5,3,3,2,2,2.84615384615385,3,2,3,3,3,3,3,3,3,2,3,2.6,12,5,5,5,8,3,1,21
10435,16,27,2,2,3,3,1,3,3,3,2,3,3,4,3,3,2,3,4,4,2.6,12,5,5,5,8,3,1,21
10435,16,28,1.38461538461538,3,3,3,1,2,2.84615384615385,3,3,3,3,3,3,3,3,2,3,3,2.6,12,5,5,5,8,3,1,21
10437,47,1,1,5,4,5,1,2,2,4,2,4,2,4,4,4,1,4,3,2,3.8,12,12,9,10,11,5,2,18
10437,47,3,1,5,2,5,1,2,2,3,1,3,1,3,3,2,1,3,5,3,3.8,12,12,9,10,11,5,2,18
10437,47,5,2,3,4,5,1,4,3,2,1,4,1,4,5,5,1,1,5,5,3.8,12,12,9,10,11,5,2,18
10437,47,6,2,2,2,4,1,5,3,4,1,4,1,4,5,4,1,4,5,3,3.8,12,12,9,10,11,5,2,18
10437,47,7,2,4,4,2,1,2,2,2,3,2,2,2,3,3,2,3,3,2,3.8,12,12,9,10,11,5,2,18
10437,47,8,2,2,2,3,2,4,3,3,4,3,3,3,2,3,1,3,4,3,3.8,12,12,9,10,11,5,2,18
10437,47,9,1.51111111111111,2,1,2,2,4,3.4,4,4,3,2,3,4,4,1,5,5,2,3.8,12,12,9,10,11,5,2,18
10437,47,10,1,3,4,3,3,3,4,3,4,4,3,5,2,3,3,2,3,5,3.8,12,12,9,10,11,5,2,18
10437,47,11,3,1,5,5,2,1,3,2,3,2,2,1,3,2,1,1,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,12,1,4,4,3,2,3,3,2,3,3,2,3,3,2,2,2,4,4,3.8,12,12,9,10,11,5,2,18
10437,47,13,2,4,2,4,1,3,3,4,3,3,2,3,3,3,2,4,4,2,3.8,12,12,9,10,11,5,2,18
10437,47,14,1,5,1,4,1,2,2,3,3,3,2,2,4,3,2,5,4,1,3.8,12,12,9,10,11,5,2,18
10437,47,15,1,3,3,4,1,4,4,4,1,4,1,4,5,5,1,1,5,3,3.8,12,12,9,10,11,5,2,18
10437,47,16,2,4,3,4,1,3,4,4,2,3,2,3,4,4,2,3,4,3,3.8,12,12,9,10,11,5,2,18
10437,47,17,1,4,2,4,1,3,3,4,3,4,2,4,3,3,1,4,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,18,2,4,4,3,3,2,4,3,3,2,4,3,2,2,4,2,3,2,3.8,12,12,9,10,11,5,2,18
10437,47,19,1,4,2,4,4,3,3,3,3,3,4,4,2,2,4,1,4,2,3.8,12,12,9,10,11,5,2,18
10437,47,20,1,1,2,4,1,4,4,3,2,5,2,5,5,5,1,1,5,4,3.8,12,12,9,10,11,5,2,18
10437,47,21,2,2,2,3,3,3,3,4,1,4,3,4,3,3,1,4,4,2,3.8,12,12,9,10,11,5,2,18
10437,47,22,1,5,3,4,2,3,3,3,3,3,2,2,4,3,1,2,2,2,3.8,12,12,9,10,11,5,2,18
10437,47,23,1.51111111111111,5,2,4,1,1,3.4,4,2,3,2,2,3,3,2,3,3,1,3.8,12,12,9,10,11,5,2,18
10437,47,24,1,3,3,3,3,2,4,3,3,2,4,3,2,2,3,4,3,1,3.8,12,12,9,10,11,5,2,18
10437,47,25,1,2,1,2,4,3,2,4,4,3,3,2,2,2,1,5,2,2,3.8,12,12,9,10,11,5,2,18
10437,47,27,2,2,1,1,3,4,4,3,5,2,4,5,2,1,1,5,3,2,3.8,12,12,9,10,11,5,2,18
10437,47,28,1,2,3,4,1,4,4,4,1,5,2,4,4,4,1,4,5,5,3.8,12,12,9,10,11,5,2,18
10437,47,29,1,2,1,4,1,4,4,4,2,4,2,4,4,4,1,5,5,3,3.8,12,12,9,10,11,5,2,18
10437,47,30,1,4,4,4,1,1,3,2,2,4,3,3,4,3,1,3,3,2,3.8,12,12,9,10,11,5,2,18
10437,47,32,2,2,3,2,1,4,4,4,1,5,2,4,5,5,1,3,5,4,3.8,12,12,9,10,11,5,2,18
10437,47,33,1,5,5,5,2,3,2,1,2,3,2,3,4,5,1,3,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,36,1,5,1,4,2,2,4,5,3,4,2,4,4,4,1,5,2,3,3.8,12,12,9,10,11,5,2,18
10437,47,37,1,1,3,4,2,5,4,4,2,5,2,5,5,5,1,3,5,5,3.8,12,12,9,10,11,5,2,18
10437,47,38,2,2,5,3,3,4,4,3,3,4,3,4,4,4,1,2,4,3,3.8,12,12,9,10,11,5,2,18
10437,47,39,1,2,3,4,2,5,3,2,3,5,2,4,5,5,1,2,4,3,3.8,12,12,9,10,11,5,2,18
10437,47,41,1,2,2,4,3,3,4,4,3,3,2,4,3,3,2,4,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,42,1,3,1,2,3,2,3,3,5,3,4,4,2,2,2,5,4,2,3.8,12,12,9,10,11,5,2,18
10437,47,43,3,3,3,3,4,3,4,4,5,3,4,4,3,4,1,4,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,44,2,2,1,1,3,3,3,4,5,5,5,5,3,3,1,5,5,5,3.8,12,12,9,10,11,5,2,18
10437,47,45,2,3,4,3,2,5,4,4,2,5,2,4,4,4,2,3,5,4,3.8,12,12,9,10,11,5,2,18
10437,47,46,1,5,2,3,2,3,4,4,4,4,3,5,3,5,2,3,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,47,2,5,1,2,3,2,4,4,5,2,4,3,2,2,3,5,3,1,3.8,12,12,9,10,11,5,2,18
10437,47,48,1,5,1,2,4,1,4,3,3,3,5,3,2,2,3,3,1,1,3.8,12,12,9,10,11,5,2,18
10437,47,49,1,2,1,4,2,4,4,3,5,4,2,4,3,4,2,5,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,50,2,5,3,2,3,2,4,3,5,2,4,3,2,2,4,3,3,2,3.8,12,12,9,10,11,5,2,18
10437,47,57,2,3,2,4,1,3,4,3,2,3,2,4,4,4,3,5,2,2,3.8,12,12,9,10,11,5,2,18
10437,47,59,2,3,1,2,1,4,4,4,3,3,3,4,4,3,2,5,3,3,3.8,12,12,9,10,11,5,2,18
10437,47,60,3,2,2,4,2,4,3,4,2,3,2,4,4,3,3,4,3,2,3.8,12,12,9,10,11,5,2,18
10437,47,58,1,5,2,3,4,1,4,4,3,3,3,4,3,2,4,5,3,1,3.8,12,12,9,10,11,5,2,18
10341,18,2,1,4,3,5,1,2,1,3,1,3,1,5,4,4,1,2,3,1,NA,14,14,10,13,13,3,1,NA
10341,18,4,1,2,1,4,2,4,4,4,2,4,1,3,4,5,1,1,2,4,NA,14,14,10,13,13,3,1,NA
10341,18,5,2,3,4,4,1,3,3,3,1,3,1,3,4,3,1,3,3,2,NA,14,14,10,13,13,3,1,NA
10341,18,6,1,3,2,4,1,3,3,3,1,3,1,4,4,3,1,4,3,1,NA,14,14,10,13,13,3,1,NA
10341,18,8,1,3,3,5,1,1,5,5,1,5,1,5,5,5,1,2,3,5,NA,14,14,10,13,13,3,1,NA
10341,18,9,1.13333333333333,5,3,5,1,1,3.2,4,1,4,1,5,4,4,1,3,2,1,NA,14,14,10,13,13,3,1,NA
10341,18,10,1,3,2,4,1,3,3,5,3,4,1,3,3,4,1,1,3,2,NA,14,14,10,13,13,3,1,NA
10341,18,11,1,3,3,5,1,3,4,3,1,3,1,3,4,3,1,3,3,3,NA,14,14,10,13,13,3,1,NA
10341,18,12,1.13333333333333,3,3,5,1,1,3.2,3,1,3,1,3,4,4,1,3,3,1,NA,14,14,10,13,13,3,1,NA
10341,18,14,1.13333333333333,3,3,4,1,1,3.2,3,2,3,2,3,4,5,1,2,2,1,NA,14,14,10,13,13,3,1,NA
10341,18,15,1,4,4,5,1,1,4,3,1,4,1,3,4,4,1,3,3,3,NA,14,14,10,13,13,3,1,NA
10341,18,16,1,3,3,4,1,3,4,3,1,3,1,3,4,4,1,4,3,2,NA,14,14,10,13,13,3,1,NA
10341,18,17,1,4,3,4,1,2,3,3,1,3,1,3,4,4,1,3,2,2,NA,14,14,10,13,13,3,1,NA
10341,18,18,1,4,3,4,1,3,3,3,1,3,1,3,3,4,1,3,3,2,NA,14,14,10,13,13,3,1,NA
10341,18,21,1,1,1,4,1,3,3,3,2,3,1,3,4,4,1,2,3,2,NA,14,14,10,13,13,3,1,NA
10341,18,23,2,4,3,4,1,2,3,3,1,3,1,3,4,3,3,2,3,2,NA,14,14,10,13,13,3,1,NA
10341,18,24,1,3,3,4,1,3,4,3,1,4,1,3,4,4,1,2,3,3,NA,14,14,10,13,13,3,1,NA
10341,18,31,1,3,3,1,1,2,1,3,2,4,1,3,4,4,1,3,2,2,NA,14,14,10,13,13,3,1,NA
10422,28,2,2,4,3,3,2,2,4,4,2,3,3,4,5,4,1,2,4,2,NA,14,13,13,13,11,4,1,18
10422,28,5,1,3,2,4,1,3,4,3,2,4,2,4,4,4,2,3,3,3,NA,14,13,13,13,11,4,1,18
10422,28,6,1,4,2,3,2,2,3,4,2,4,1,4,4,3,2,4,4,3,NA,14,13,13,13,11,4,1,18
10422,28,12,2,3,2,3,1,3,3,3,3,4,2,4,4,4,1,4,3,3,NA,14,13,13,13,11,4,1,18
10422,28,13,1,3,2,3,2,3,3,3,3,3,3,3,4,3,2,3,3,3,NA,14,13,13,13,11,4,1,18
10422,28,14,2,3,2,2,1,3,3,4,3,4,1,4,4,4,1,4,3,3,NA,14,13,13,13,11,4,1,18
10422,28,20,2,5,2,3,1,3,3,2,3,4,2,4,4,3,1,5,3,1,NA,14,13,13,13,11,4,1,18
10422,28,22,1,2,3,4,1,4,4,3,2,3,2,4,4,4,2,5,4,3,NA,14,13,13,13,11,4,1,18
10422,28,24,1,2,2,3,1,4,4,4,2,3,1,4,4,4,2,3,4,4,NA,14,13,13,13,11,4,1,18
10422,28,25,1.75,3,2,4,2,3,3.25,4,3,4,2,4,4,4,2,4,4,3,NA,14,13,13,13,11,4,1,18
10422,28,26,2,3,2,4,1,3,3,3,2,3,2,5,4,4,2,4,4,3,NA,14,13,13,13,11,4,1,18
10422,28,27,2,2,3,4,1,4,3,4,2,4,2,4,4,4,1,3,5,4,NA,14,13,13,13,11,4,1,18
10422,28,29,1,4,2,3,1,3,3,3,3,4,3,3,4,4,2,4,3,3,NA,14,13,13,13,11,4,1,18
10422,28,31,2,3,3,2,2,3,3,3,4,3,3,4,3,3,2,2,3,2,NA,14,13,13,13,11,4,1,18
10422,28,33,1.75,5,3,4,1,2,3.25,3,2,3,2,3,4,4,2,2,3,3,NA,14,13,13,13,11,4,1,18
10422,28,41,2,4,2,3,1,2,3,3,3,4,2,4,3,4,1,4,2,2,NA,14,13,13,13,11,4,1,18
10422,28,42,2,5,4,3,1,2,2,3,2,4,2,3,3,4,2,3,2,2,NA,14,13,13,13,11,4,1,18
10422,28,43,2,3,2,3,2,2,3,3,2,3,3,3,4,3,3,4,3,2,NA,14,13,13,13,11,4,1,18
10422,28,45,2,5,3,4,1,2,3,4,2,3,2,4,3,4,1,3,3,2,NA,14,13,13,13,11,4,1,18
10422,28,46,2,3,3,4,1,3,3,3,2,3,2,3,4,4,1,4,4,3,NA,14,13,13,13,11,4,1,18
10422,28,47,1.75,5,2,3,2,2,3.25,3,2,3,2,4,4,4,3,3,2,2,NA,14,13,13,13,11,4,1,18
10422,28,50,2,5,2,3,1,2,4,4,2,4,2,3,4,4,1,4,3,3,NA,14,13,13,13,11,4,1,18
10422,28,52,1.75,2,3,3,1,4,3.25,3,2,4,2,4,4,4,2,3,4,4,NA,14,13,13,13,11,4,1,18
10422,28,54,2,3,2,4,1,3,3,4,2,4,2,4,4,4,2,4,4,3,NA,14,13,13,13,11,4,1,18
10422,28,55,2,4,2,4,2,2,4,4,2,4,2,4,4,4,1,4,2,2,NA,14,13,13,13,11,4,1,18
10422,28,56,2,2,3,4,1,3,3,1,3,4,2,3,4,4,2,2,3,3,NA,14,13,13,13,11,4,1,18
10422,28,59,2,3,4,3,2,3,3,3,3,3,2,3,4,4,2,2,3,3,NA,14,13,13,13,11,4,1,18
10422,28,60,2,3,4,3,2,3,4,3,3,4,2,3,4,4,2,2,4,3,NA,14,13,13,13,11,4,1,18
10440,22,2,1,2,3,3,3,5,3,4,1,4,3,4,3,4,3,1,3,3,NA,12,12,11,8,7,5,2,18
10440,22,5,1,5,3,3,3,1,2,2,3,2,4,5,3,2,3,1,1,1,NA,12,12,11,8,7,5,2,18
10440,22,6,1,1,3,5,1,3,4,4,2,5,1,5,3,4,1,1,5,4,NA,12,12,11,8,7,5,2,18
10440,22,9,1,5,5,5,1,1,2,3,1,3,2,4,2,3,1,1,3,1,NA,12,12,11,8,7,5,2,18
10440,22,10,1,5,5,5,1,2,3,1,3,3,1,5,3,3,2,3,5,1,NA,12,12,11,8,7,5,2,18
10440,22,11,1,1,1,5,1,5,4,5,1,5,1,5,4,5,1,3,5,4,NA,12,12,11,8,7,5,2,18
10440,22,13,1,5,5,3,3,1,3,3,5,1,5,5,1,1,3,1,1,1,NA,12,12,11,8,7,5,2,18
10440,22,14,1,3,3,1,2,3,3,2,5,3,3,5,1,3,1,1,3,4,NA,12,12,11,8,7,5,2,18
10440,22,16,1,5,2,5,1,3,3,4,5,3,3,5,3,3,1,4,5,3,NA,12,12,11,8,7,5,2,18
10440,22,20,1,3,5,3,1,1,3,3,4,3,4,4,1,1,3,3,3,3,NA,12,12,11,8,7,5,2,18
10440,22,21,1,5,1,1,3,1,1,1,5,1,5,3,1,1,3,1,1,2,NA,12,12,11,8,7,5,2,18
10440,22,28,1,1,3,4,1,5,4,3,1,5,2,5,3,5,1,1,5,4,NA,12,12,11,8,7,5,2,18
10440,22,29,1.14285714285714,5,5,5,1,1,3.0952380952381,1,1,4,2,5,2,3,1,3,3,1,NA,12,12,11,8,7,5,2,18
10440,22,31,2,1,2,5,1,4,4,3,1,5,1,5,4,5,1,3,5,4,NA,12,12,11,8,7,5,2,18
10440,22,34,1,1,3,5,1,4,3,3,1,4,1,4,3,4,1,1,4,3,NA,12,12,11,8,7,5,2,18
10440,22,38,1,1,1,4,1,5,4,5,1,5,1,5,5,5,1,3,5,5,NA,12,12,11,8,7,5,2,18
10440,22,42,1,2,3,3,1,4,4,4,1,4,3,4,3,3,1,4,3,2,NA,12,12,11,8,7,5,2,18
10440,22,49,1,3,2,3,1,3,3,3,1,3,1,3,3,3,1,4,3,1,NA,12,12,11,8,7,5,2,18
10440,22,50,1,4,1,5,1,2,3,3,1,4,1,4,3,4,1,4,4,2,NA,12,12,11,8,7,5,2,18
10440,22,53,3,5,3,4,1,2,2,3,1,3,3,3,3,2,1,3,3,1,NA,12,12,11,8,7,5,2,18
10440,22,54,1,2,1,2,1,3,3,5,1,3,2,4,4,3,1,4,4,2,NA,12,12,11,8,7,5,2,18
10440,22,55,1,1,3,4,1,4,4,3,1,4,2,4,4,4,1,3,5,3,NA,12,12,11,8,7,5,2,18
10436,27,2,1,5,2,4,0.987519163779269,1,5,5,1,3,2,5,4,2,0.996284565332249,4,3,3,3.6,13,15,15,12,14,5,1,20
10436,27,3,1,2,2,4,1.03658876115005,1,5,5,1,2,2,5,3,3,1.00394506279834,3,3,3,3.6,13,15,15,12,14,5,1,20
10436,27,4,1,1,1,5,1.03428009173242,5,4,5,1,5,1,5,5,5,0.988201159600417,1,5,5,3.6,13,15,15,12,14,5,1,20
10436,27,5,1,3,2,2,0.970473630696665,3,3,4,3,3,2,3,4,3,0.996877925666518,5,3,2,3.6,13,15,15,12,14,5,1,20
10436,27,6,1,2,4,5,0.973726030523175,3,3,4,1,4,1,4,4,5,1.00030009962467,1,4,4,3.6,13,15,15,12,14,5,1,20
10436,27,7,1,2,4,5,0.967308830602965,2,5,5,1,5,1,5,5,5,1.0001130421409,1,5,5,3.6,13,15,15,12,14,5,1,20
10436,27,8,2,1,1,3,0.975359898803981,5,3,4,2,4,3,4,3,4,0.997047449090909,1,4,4,3.6,13,15,15,12,14,5,1,20
10436,27,9,2,1,2,3,1.01429673475801,4,3,4,2,3,1,5,3,4,0.99063698060036,2,4,4,3.6,13,15,15,12,14,5,1,20
